# omega_L, omega_K, weight
3.155399999999999872e-01 6.844599999999999573e-01 1.000000000000000000e+00
3.410699999999999843e-01 6.589300000000000157e-01 2.000000000000000000e+00
2.902899999999999925e-01 7.097099999999999520e-01 1.000000000000000000e+00
3.090100000000000069e-01 6.909899999999999931e-01 2.000000000000000000e+00
2.552699999999999969e-01 7.447300000000000031e-01 1.000000000000000000e+00
2.636000000000000010e-01 7.364000000000000545e-01 1.000000000000000000e+00
2.636000000000000010e-01 7.364000000000000545e-01 3.000000000000000000e+00
2.865099999999999869e-01 7.134899999999999576e-01 1.000000000000000000e+00
2.958000000000000074e-01 7.042000000000000481e-01 2.000000000000000000e+00
2.647399999999999753e-01 7.352600000000000247e-01 1.000000000000000000e+00
2.925400000000000222e-01 7.074599999999999778e-01 2.000000000000000000e+00
2.925400000000000222e-01 7.074599999999999778e-01 3.000000000000000000e+00
2.946400000000000130e-01 7.053599999999999870e-01 2.000000000000000000e+00
2.608900000000000108e-01 7.391100000000000447e-01 1.000000000000000000e+00
2.608900000000000108e-01 7.391100000000000447e-01 3.000000000000000000e+00
2.567999999999999727e-01 7.431999999999999718e-01 2.000000000000000000e+00
2.238700000000000134e-01 7.761299999999999866e-01 2.000000000000000000e+00
2.609299999999999953e-01 7.390700000000000047e-01 1.000000000000000000e+00
2.602499999999999813e-01 7.397500000000000187e-01 2.000000000000000000e+00
2.589600000000000235e-01 7.410400000000000320e-01 2.000000000000000000e+00
2.617700000000000027e-01 7.382300000000000528e-01 1.000000000000000000e+00
2.583599999999999786e-01 7.416399999999999659e-01 2.000000000000000000e+00
2.358000000000000096e-01 7.641999999999999904e-01 2.000000000000000000e+00
2.358000000000000096e-01 7.641999999999999904e-01 3.000000000000000000e+00
2.535899999999999821e-01 7.464100000000000179e-01 1.000000000000000000e+00
2.275800000000000045e-01 7.724199999999999955e-01 2.000000000000000000e+00
2.401600000000000124e-01 7.598399999999999599e-01 1.000000000000000000e+00
2.099999999999999922e-01 7.900000000000000355e-01 2.000000000000000000e+00
2.096099999999999908e-01 7.903900000000000370e-01 2.000000000000000000e+00
2.094999999999999918e-01 7.904999999999999805e-01 2.000000000000000000e+00
2.225900000000000101e-01 7.774100000000000454e-01 1.000000000000000000e+00
2.313999999999999946e-01 7.685999999999999499e-01 1.000000000000000000e+00
2.313999999999999946e-01 7.685999999999999499e-01 3.000000000000000000e+00
2.247000000000000108e-01 7.752999999999999892e-01 2.000000000000000000e+00
1.951199999999999879e-01 8.048800000000000399e-01 2.000000000000000000e+00
2.208700000000000108e-01 7.791299999999999892e-01 1.000000000000000000e+00
2.202300000000000091e-01 7.797699999999999632e-01 2.000000000000000000e+00
2.255199999999999982e-01 7.744799999999999462e-01 1.000000000000000000e+00
2.255199999999999982e-01 7.744799999999999462e-01 3.000000000000000000e+00
1.860799999999999954e-01 8.139199999999999768e-01 2.000000000000000000e+00
1.860799999999999954e-01 8.139199999999999768e-01 3.000000000000000000e+00
2.126399999999999957e-01 7.873599999999999488e-01 1.000000000000000000e+00
2.126399999999999957e-01 7.873599999999999488e-01 3.000000000000000000e+00
2.611899999999999777e-01 7.388099999999999667e-01 1.000000000000000000e+00
2.833800000000000208e-01 7.166200000000000347e-01 1.000000000000000000e+00
2.880499999999999727e-01 7.119499999999999718e-01 2.000000000000000000e+00
2.959999999999999853e-01 7.039999999999999591e-01 2.000000000000000000e+00
2.959999999999999853e-01 7.039999999999999591e-01 3.000000000000000000e+00
2.959999999999999853e-01 7.039999999999999591e-01 3.000000000000000000e+00
3.102500000000000258e-01 6.897499999999999742e-01 2.000000000000000000e+00
3.007900000000000018e-01 6.992099999999999982e-01 1.000000000000000000e+00
2.897399999999999975e-01 7.102600000000000025e-01 1.000000000000000000e+00
2.797100000000000142e-01 7.202899999999999858e-01 1.000000000000000000e+00
2.976099999999999857e-01 7.023899999999999588e-01 2.000000000000000000e+00
2.702399999999999802e-01 7.297599999999999643e-01 1.000000000000000000e+00
2.835799999999999987e-01 7.164199999999999458e-01 2.000000000000000000e+00
2.267500000000000071e-01 7.732499999999999929e-01 2.000000000000000000e+00
2.267500000000000071e-01 7.732499999999999929e-01 3.000000000000000000e+00
2.146000000000000130e-01 7.853999999999999870e-01 2.000000000000000000e+00
2.146000000000000130e-01 7.853999999999999870e-01 3.000000000000000000e+00
2.125499999999999889e-01 7.874499999999999833e-01 2.000000000000000000e+00
1.945099999999999885e-01 8.054900000000000393e-01 2.000000000000000000e+00
1.945099999999999885e-01 8.054900000000000393e-01 3.000000000000000000e+00
2.341499999999999970e-01 7.658500000000000307e-01 1.000000000000000000e+00
2.256599999999999995e-01 7.743400000000000283e-01 2.000000000000000000e+00
2.256599999999999995e-01 7.743400000000000283e-01 3.000000000000000000e+00
2.545100000000000140e-01 7.454899999999999860e-01 1.000000000000000000e+00
2.492399999999999893e-01 7.507599999999999829e-01 2.000000000000000000e+00
2.492399999999999893e-01 7.507599999999999829e-01 3.000000000000000000e+00
2.492399999999999893e-01 7.507599999999999829e-01 3.000000000000000000e+00
2.784400000000000208e-01 7.215599999999999792e-01 1.000000000000000000e+00
2.808499999999999885e-01 7.191499999999999559e-01 2.000000000000000000e+00
2.850800000000000001e-01 7.149199999999999999e-01 2.000000000000000000e+00
2.398399999999999976e-01 7.601599999999999469e-01 2.000000000000000000e+00
2.289799999999999891e-01 7.710200000000000387e-01 2.000000000000000000e+00
1.987700000000000022e-01 8.012299999999999978e-01 2.000000000000000000e+00
1.985699999999999965e-01 8.014299999999999757e-01 2.000000000000000000e+00
1.985699999999999965e-01 8.014299999999999757e-01 3.000000000000000000e+00
1.985699999999999965e-01 8.014299999999999757e-01 3.000000000000000000e+00
1.983199999999999963e-01 8.016799999999999482e-01 2.000000000000000000e+00
1.968100000000000127e-01 8.031899999999999595e-01 2.000000000000000000e+00
1.968100000000000127e-01 8.031899999999999595e-01 3.000000000000000000e+00
1.780200000000000116e-01 8.219800000000000439e-01 2.000000000000000000e+00
1.731000000000000039e-01 8.268999999999999684e-01 2.000000000000000000e+00
2.101300000000000112e-01 7.898699999999999610e-01 1.000000000000000000e+00
1.952200000000000046e-01 8.047800000000000509e-01 2.000000000000000000e+00
2.449399999999999911e-01 7.550599999999999534e-01 1.000000000000000000e+00
2.359300000000000008e-01 7.640700000000000269e-01 2.000000000000000000e+00
2.192099999999999882e-01 7.807899999999999840e-01 2.000000000000000000e+00
2.706799999999999762e-01 7.293199999999999683e-01 1.000000000000000000e+00
2.344199999999999895e-01 7.655800000000000383e-01 2.000000000000000000e+00
2.031300000000000050e-01 7.968699999999999672e-01 2.000000000000000000e+00
2.135799999999999921e-01 7.864200000000000079e-01 1.000000000000000000e+00
2.326600000000000057e-01 7.673400000000000221e-01 1.000000000000000000e+00
2.299499999999999877e-01 7.700500000000000123e-01 2.000000000000000000e+00
2.250099999999999878e-01 7.749899999999999567e-01 2.000000000000000000e+00
2.928799999999999737e-01 7.071199999999999708e-01 1.000000000000000000e+00
2.915599999999999858e-01 7.084399999999999586e-01 1.000000000000000000e+00
2.753200000000000092e-01 7.246799999999999908e-01 1.000000000000000000e+00
2.882000000000000117e-01 7.117999999999999883e-01 2.000000000000000000e+00
2.882000000000000117e-01 7.117999999999999883e-01 3.000000000000000000e+00
2.882000000000000117e-01 7.117999999999999883e-01 3.000000000000000000e+00
2.882000000000000117e-01 7.117999999999999883e-01 3.000000000000000000e+00
2.948899999999999855e-01 7.051100000000000145e-01 2.000000000000000000e+00
2.729900000000000104e-01 7.270100000000000451e-01 1.000000000000000000e+00
2.729900000000000104e-01 7.270100000000000451e-01 3.000000000000000000e+00
2.764300000000000090e-01 7.235700000000000465e-01 1.000000000000000000e+00
2.786699999999999733e-01 7.213300000000000267e-01 2.000000000000000000e+00
2.773399999999999754e-01 7.226599999999999691e-01 1.000000000000000000e+00
2.773399999999999754e-01 7.226599999999999691e-01 3.000000000000000000e+00
3.298099999999999921e-01 6.701899999999999524e-01 2.000000000000000000e+00
3.249299999999999966e-01 6.750699999999999479e-01 1.000000000000000000e+00
3.301600000000000090e-01 6.698399999999999910e-01 2.000000000000000000e+00
3.281499999999999972e-01 6.718499999999999472e-01 1.000000000000000000e+00
3.292100000000000026e-01 6.707899999999999974e-01 2.000000000000000000e+00
3.292100000000000026e-01 6.707899999999999974e-01 3.000000000000000000e+00
3.166499999999999870e-01 6.833500000000000130e-01 1.000000000000000000e+00
3.118299999999999961e-01 6.881699999999999484e-01 1.000000000000000000e+00
3.194299999999999917e-01 6.805700000000000083e-01 2.000000000000000000e+00
3.194299999999999917e-01 6.805700000000000083e-01 3.000000000000000000e+00
2.665000000000000147e-01 7.335000000000000409e-01 1.000000000000000000e+00
3.237300000000000177e-01 6.762700000000000378e-01 2.000000000000000000e+00
3.178300000000000014e-01 6.821700000000000541e-01 1.000000000000000000e+00
3.346899999999999875e-01 6.653099999999999570e-01 2.000000000000000000e+00
3.348999999999999755e-01 6.651000000000000245e-01 2.000000000000000000e+00
2.230800000000000005e-01 7.769200000000000550e-01 1.000000000000000000e+00
2.089399999999999868e-01 7.910599999999999854e-01 2.000000000000000000e+00
2.094100000000000128e-01 7.905900000000000150e-01 1.000000000000000000e+00
2.160299999999999998e-01 7.839699999999999447e-01 1.000000000000000000e+00
2.480999999999999872e-01 7.519000000000000128e-01 1.000000000000000000e+00
2.482600000000000084e-01 7.517399999999999638e-01 1.000000000000000000e+00
2.689099999999999824e-01 7.310900000000000176e-01 1.000000000000000000e+00
2.689099999999999824e-01 7.310900000000000176e-01 3.000000000000000000e+00
2.438099999999999989e-01 7.561900000000000288e-01 2.000000000000000000e+00
2.438099999999999989e-01 7.561900000000000288e-01 3.000000000000000000e+00
2.018899999999999861e-01 7.981099999999999861e-01 2.000000000000000000e+00
2.265600000000000114e-01 7.734400000000000164e-01 1.000000000000000000e+00
1.834600000000000120e-01 8.165400000000000436e-01 2.000000000000000000e+00
1.722299999999999942e-01 8.277700000000000058e-01 2.000000000000000000e+00
1.961799999999999933e-01 8.038199999999999790e-01 1.000000000000000000e+00
1.697799999999999865e-01 8.302199999999999580e-01 2.000000000000000000e+00
9.586999999999999689e-02 9.041299999999999892e-01 2.000000000000000000e+00
1.269000000000000128e-01 8.730999999999999872e-01 1.000000000000000000e+00
1.269000000000000128e-01 8.730999999999999872e-01 3.000000000000000000e+00
1.539000000000000090e-01 8.460999999999999632e-01 1.000000000000000000e+00
1.503299999999999914e-01 8.496700000000000363e-01 2.000000000000000000e+00
1.427499999999999880e-01 8.572499999999999565e-01 2.000000000000000000e+00
1.427499999999999880e-01 8.572499999999999565e-01 3.000000000000000000e+00
1.461500000000000021e-01 8.538499999999999979e-01 1.000000000000000000e+00
1.389400000000000079e-01 8.610600000000000476e-01 2.000000000000000000e+00
1.375599999999999878e-01 8.624399999999999844e-01 2.000000000000000000e+00
1.919800000000000118e-01 8.080199999999999605e-01 1.000000000000000000e+00
2.063899999999999901e-01 7.936100000000000376e-01 1.000000000000000000e+00
2.256100000000000050e-01 7.743900000000000228e-01 1.000000000000000000e+00
2.262200000000000044e-01 7.737800000000000233e-01 1.000000000000000000e+00
2.049600000000000033e-01 7.950399999999999689e-01 2.000000000000000000e+00
2.049600000000000033e-01 7.950399999999999689e-01 3.000000000000000000e+00
1.545799999999999952e-01 8.454199999999999493e-01 2.000000000000000000e+00
1.753000000000000114e-01 8.246999999999999886e-01 1.000000000000000000e+00
1.852199999999999958e-01 8.147799999999999487e-01 1.000000000000000000e+00
1.852199999999999958e-01 8.147799999999999487e-01 3.000000000000000000e+00
1.852199999999999958e-01 8.147799999999999487e-01 3.000000000000000000e+00
